roc_auc,pr_auc,recall_at_5fpr,index
0.8284517236069632,0.38809788802048717,0.4820772058823529,49999
0.8087109767923858,0.3818298089541384,0.4675254965110038,99999
0.7740108256779918,0.22541994699046447,0.3564356435643564,149999
0.7997220667152,0.2793390622886348,0.41402855369335817,199999
